window_start,window_end,probability,estimated_bifurcation_timestep,delta
168,296,0.47818487882614136,234,14.0
312,440,0.4734261631965637,378,
444,572,0.47244909405708313,510,
600,728,0.46878764033317566,665,
732,860,0.4945203363895416,799,
864,992,0.5122329592704773,930,
