window_start,window_end,probability,estimated_bifurcation_timestep,delta
132,260,0.4651350975036621,196,76.0
264,392,0.45522424578666687,326,
396,524,0.4592450261116028,460,
528,656,0.4691888391971588,592,
660,788,0.46824437379837036,726,
792,920,0.46166378259658813,856,
