window_start,window_end,probability,prob_std,estimated_bifurcation_timestep,timing_uncertainty,delta
294,358,0.4496466875076294,0.04772918869740123,329,1.2864434556183817,-566.0
426,490,0.4419415473937988,0.057101078656733466,459,0.7882626779057829,
594,658,0.4428019344806671,0.03555001911908547,630,0.6396244509700373,
720,784,0.5127687394618988,0.033637631210814325,756,1.2312321236175063,
786,850,0.45428562760353086,0.05391762438745067,817,1.200221779611519,
852,916,0.5988183617591858,0.03384908451085977,890,1.39475541974099,
918,982,0.6080129981040955,0.049450964378835026,950,1.1459683319043525,
