window_start,window_end,probability,estimated_bifurcation_timestep,delta
204,332,0.4593457877635956,270,35.0
336,464,0.4890781044960022,400,
468,596,0.4756137430667877,533,
600,728,0.5435776114463806,663,
732,860,0.5236561298370361,796,
864,992,0.5207532644271851,929,
