window_start,window_end,probability,prob_std,estimated_bifurcation_timestep,timing_uncertainty,delta
570,634,0.41555445194244384,0.039066555198187754,605,0.9968830165192235,65.0
738,802,0.4116005837917328,0.03441994451336822,771,1.125995585899371,
918,982,0.502045214176178,0.020282246498045168,955,1.1364032839023326,
