window_start,window_end,probability,estimated_bifurcation_timestep,delta
228,356,0.4503341317176819,290,-40.0
360,488,0.5019616484642029,423,
492,620,0.5111270546913147,555,
624,752,0.5146874189376831,687,
756,884,0.5470671653747559,820,
888,1016,0.5008466839790344,952,
